sim,true_beta,n,model,p,n_f,true_beta_f
178,0.5,100,model1,4.1688078625594337e-10,100,beta = 0.5
178,0.5,100,model2,2.3013511731589135e-6,100,beta = 0.5
178,0.5,100,model3,3.2356642924243278e-6,100,beta = 0.5
178,0.5,100,model4,7.015010728456022e-5,100,beta = 0.5
179,0.5,100,model1,3.131282171399626e-5,100,beta = 0.5
179,0.5,100,model2,1.1176783962957754e-4,100,beta = 0.5
179,0.5,100,model3,9.160048095288148e-7,100,beta = 0.5
179,0.5,100,model4,3.6589386859126702e-6,100,beta = 0.5
180,0.5,100,model1,2.4806970671346153e-8,100,beta = 0.5
180,0.5,100,model2,0.008861269036480686,100,beta = 0.5
180,0.5,100,model3,2.7355711188876136e-7,100,beta = 0.5
180,0.5,100,model4,5.278877453487272e-6,100,beta = 0.5
181,0.5,100,model1,1.1627202729995378e-8,100,beta = 0.5
181,0.5,100,model2,3.317367776733154e-6,100,beta = 0.5
181,0.5,100,model3,4.7846199625814766e-8,100,beta = 0.5
181,0.5,100,model4,6.854042588920256e-12,100,beta = 0.5
182,0.5,100,model1,8.996509106539909e-7,100,beta = 0.5
182,0.5,100,model2,1.1059563398022808e-8,100,beta = 0.5
182,0.5,100,model3,6.835782032677362e-9,100,beta = 0.5
182,0.5,100,model4,6.260202219471598e-5,100,beta = 0.5
183,0.5,100,model1,2.157019916407347e-10,100,beta = 0.5
183,0.5,100,model2,0.005134952231866963,100,beta = 0.5
183,0.5,100,model3,1.0747802916695724e-8,100,beta = 0.5
183,0.5,100,model4,1.3166032799789692e-7,100,beta = 0.5
184,0.5,100,model1,2.3680946704819094e-9,100,beta = 0.5
184,0.5,100,model2,3.8940849707536136e-8,100,beta = 0.5
184,0.5,100,model3,4.297451266568299e-4,100,beta = 0.5
184,0.5,100,model4,1.6098373771312827e-11,100,beta = 0.5
185,0.5,100,model1,2.470179256087416e-6,100,beta = 0.5
185,0.5,100,model2,2.5426569530041004e-7,100,beta = 0.5
185,0.5,100,model3,4.6291191895236654e-5,100,beta = 0.5
185,0.5,100,model4,5.733581858157772e-4,100,beta = 0.5
186,0.5,100,model1,1.7331081931604447e-7,100,beta = 0.5
186,0.5,100,model2,7.801728838020069e-11,100,beta = 0.5
186,0.5,100,model3,2.504554335701e-7,100,beta = 0.5
186,0.5,100,model4,2.4881697604373614e-6,100,beta = 0.5
187,0.5,100,model1,7.344845485305104e-4,100,beta = 0.5
187,0.5,100,model2,4.974743261589558e-10,100,beta = 0.5
187,0.5,100,model3,1.448607391168548e-8,100,beta = 0.5
187,0.5,100,model4,4.420112281030626e-10,100,beta = 0.5
188,0.5,100,model1,3.908597320224079e-6,100,beta = 0.5
188,0.5,100,model2,6.021028308935179e-5,100,beta = 0.5
188,0.5,100,model3,7.112064352057636e-5,100,beta = 0.5
188,0.5,100,model4,3.510384743645281e-4,100,beta = 0.5
189,0.5,100,model1,1.3943062415972984e-6,100,beta = 0.5
189,0.5,100,model2,1.3417509581945908e-7,100,beta = 0.5
189,0.5,100,model3,3.420239295945009e-5,100,beta = 0.5
189,0.5,100,model4,3.1595935606175315e-4,100,beta = 0.5
190,0.5,100,model1,9.66316436595196e-8,100,beta = 0.5
190,0.5,100,model2,1.2281144293506598e-5,100,beta = 0.5
190,0.5,100,model3,2.2479469022698553e-11,100,beta = 0.5
190,0.5,100,model4,2.864282591901833e-4,100,beta = 0.5
191,0.5,100,model1,5.761794518352505e-7,100,beta = 0.5
191,0.5,100,model2,7.220422578529121e-5,100,beta = 0.5
191,0.5,100,model3,1.0132426164243584e-5,100,beta = 0.5
191,0.5,100,model4,4.312896294264377e-6,100,beta = 0.5
192,0.5,100,model1,5.320622778098399e-4,100,beta = 0.5
192,0.5,100,model2,8.589590878822445e-6,100,beta = 0.5
192,0.5,100,model3,1.5502655813937682e-8,100,beta = 0.5
192,0.5,100,model4,0.0039021799008908905,100,beta = 0.5
193,0.5,100,model1,3.3481858445503015e-7,100,beta = 0.5
193,0.5,100,model2,1.4143053050350056e-7,100,beta = 0.5
193,0.5,100,model3,1.8647186645728012e-6,100,beta = 0.5
193,0.5,100,model4,5.559666328480526e-7,100,beta = 0.5
194,0.5,100,model1,5.370296205355001e-9,100,beta = 0.5
194,0.5,100,model2,5.450256220824286e-12,100,beta = 0.5
194,0.5,100,model3,4.4957844631475645e-9,100,beta = 0.5
194,0.5,100,model4,2.6338868727112253e-11,100,beta = 0.5
195,0.5,100,model1,0.006572412335074948,100,beta = 0.5
195,0.5,100,model2,6.1761586528966e-8,100,beta = 0.5
195,0.5,100,model3,7.41755656653644e-10,100,beta = 0.5
195,0.5,100,model4,1.804886577790429e-6,100,beta = 0.5
196,0.5,100,model1,4.980415448788274e-6,100,beta = 0.5
196,0.5,100,model2,1.1745506472697312e-9,100,beta = 0.5
196,0.5,100,model3,8.398298623699924e-7,100,beta = 0.5
196,0.5,100,model4,1.4084936816811179e-5,100,beta = 0.5
197,0.5,100,model1,2.15665675684781e-6,100,beta = 0.5
197,0.5,100,model2,1.4609370529599486e-11,100,beta = 0.5
197,0.5,100,model3,8.720973531715306e-4,100,beta = 0.5
197,0.5,100,model4,9.981009306345073e-5,100,beta = 0.5
198,0.5,100,model1,1.5456311734238806e-7,100,beta = 0.5
198,0.5,100,model2,4.4787423452315344e-7,100,beta = 0.5
198,0.5,100,model3,1.3467090935027585e-6,100,beta = 0.5
198,0.5,100,model4,2.6975742286782336e-6,100,beta = 0.5
199,0.5,100,model1,9.9221816269907215e-08,100,beta = 0.5
199,0.5,100,model2,2.8582359399218323e-4,100,beta = 0.5
199,0.5,100,model3,0.006163007572710894,100,beta = 0.5
199,0.5,100,model4,9.061582201197903e-6,100,beta = 0.5
200,0.5,100,model1,0.0011495379310463348,100,beta = 0.5
200,0.5,100,model2,0.0029123547569458582,100,beta = 0.5
200,0.5,100,model3,3.145437113937364e-8,100,beta = 0.5
200,0.5,100,model4,4.7317429714670607e-7,100,beta = 0.5
201,0.5,100,model1,1.3100848932484812e-7,100,beta = 0.5
201,0.5,100,model2,2.2220843253727122e-8,100,beta = 0.5
201,0.5,100,model3,3.2593661277613477e-6,100,beta = 0.5
201,0.5,100,model4,2.799532454636862e-8,100,beta = 0.5
202,0.5,100,model1,8.647327685463454e-6,100,beta = 0.5
202,0.5,100,model2,1.8608888890621983e-6,100,beta = 0.5
202,0.5,100,model3,0.04088169918002328,100,beta = 0.5
202,0.5,100,model4,8.63865209493146e-6,100,beta = 0.5
203,0.5,100,model1,3.8519045178876124e-5,100,beta = 0.5
203,0.5,100,model2,3.561980781638816e-6,100,beta = 0.5
203,0.5,100,model3,2.3264561429270146e-8,100,beta = 0.5
203,0.5,100,model4,2.326926321864767e-5,100,beta = 0.5
204,0.5,100,model1,1.0732559203439239e-5,100,beta = 0.5
204,0.5,100,model2,7.922628363360666e-5,100,beta = 0.5
204,0.5,100,model3,1.8206189825013725e-8,100,beta = 0.5
204,0.5,100,model4,4.111450743042633e-6,100,beta = 0.5
205,0.5,100,model1,2.0353589561146593e-6,100,beta = 0.5
205,0.5,100,model2,1.5410046879318658e-9,100,beta = 0.5
205,0.5,100,model3,1.1724957381892275e-5,100,beta = 0.5
205,0.5,100,model4,9.876366341804019e-9,100,beta = 0.5
206,0.5,100,model1,4.238794368783466e-5,100,beta = 0.5
206,0.5,100,model2,1.1715091842311392e-8,100,beta = 0.5
206,0.5,100,model3,3.497833397962027e-5,100,beta = 0.5
206,0.5,100,model4,7.570859183006526e-7,100,beta = 0.5
207,0.5,100,model1,2.479972736584725e-5,100,beta = 0.5
207,0.5,100,model2,1.7040893332809736e-6,100,beta = 0.5
207,0.5,100,model3,1.9637587925096827e-4,100,beta = 0.5
207,0.5,100,model4,0.03033707071834493,100,beta = 0.5
208,0.5,100,model1,1.5086017549633387e-6,100,beta = 0.5
208,0.5,100,model2,5.282690107663086e-6,100,beta = 0.5
208,0.5,100,model3,7.747018363805203e-8,100,beta = 0.5
208,0.5,100,model4,8.000801901816057e-7,100,beta = 0.5
209,0.5,100,model1,2.8009192332097053e-8,100,beta = 0.5
209,0.5,100,model2,3.379281831654496e-5,100,beta = 0.5
209,0.5,100,model3,1.9872588871484112e-5,100,beta = 0.5
209,0.5,100,model4,3.309997610692986e-5,100,beta = 0.5
210,0.5,100,model1,5.7948752389350994e-11,100,beta = 0.5
210,0.5,100,model2,6.261860554706602e-7,100,beta = 0.5
210,0.5,100,model3,6.269196514420386e-7,100,beta = 0.5
210,0.5,100,model4,7.527532542798691e-8,100,beta = 0.5
211,0.5,100,model1,2.7954945273296787e-6,100,beta = 0.5
211,0.5,100,model2,1.2554816526993045e-5,100,beta = 0.5
211,0.5,100,model3,4.503769754285668e-5,100,beta = 0.5
211,0.5,100,model4,1.95467944326358e-5,100,beta = 0.5
212,0.5,100,model1,2.152488676741043e-5,100,beta = 0.5
212,0.5,100,model2,0.00455703458017399,100,beta = 0.5
212,0.5,100,model3,1.7342571503034251e-10,100,beta = 0.5
212,0.5,100,model4,3.7263821029875452e-6,100,beta = 0.5
213,0.5,100,model1,7.2911902551226644e-6,100,beta = 0.5
213,0.5,100,model2,5.821516222749123e-6,100,beta = 0.5
213,0.5,100,model3,5.925142852047809e-6,100,beta = 0.5
213,0.5,100,model4,0.0011786380268039545,100,beta = 0.5
214,0.5,100,model1,2.939989997535991e-8,100,beta = 0.5
214,0.5,100,model2,9.910420828426255e-7,100,beta = 0.5
214,0.5,100,model3,5.283939358474371e-4,100,beta = 0.5
214,0.5,100,model4,1.0447044168292064e-6,100,beta = 0.5
215,0.5,100,model1,3.703785228529809e-7,100,beta = 0.5
215,0.5,100,model2,4.260163816505697e-6,100,beta = 0.5
215,0.5,100,model3,3.9753122248469106e-4,100,beta = 0.5
215,0.5,100,model4,1.1183329649327e-5,100,beta = 0.5
216,0.5,100,model1,6.69512600962723e-7,100,beta = 0.5
216,0.5,100,model2,7.601347564032844e-5,100,beta = 0.5
216,0.5,100,model3,1.0851870777289358e-9,100,beta = 0.5
216,0.5,100,model4,1.3736263141739141e-8,100,beta = 0.5
217,0.5,100,model1,3.2979256249237746e-6,100,beta = 0.5
217,0.5,100,model2,7.44228391146644e-10,100,beta = 0.5
217,0.5,100,model3,9.996118913475491e-8,100,beta = 0.5
217,0.5,100,model4,8.832199018175698e-10,100,beta = 0.5
218,0.5,100,model1,1.1568338426495911e-7,100,beta = 0.5
218,0.5,100,model2,8.296651510206546e-6,100,beta = 0.5
218,0.5,100,model3,1.8558962900613405e-4,100,beta = 0.5
218,0.5,100,model4,4.408925657255512e-7,100,beta = 0.5
219,0.5,100,model1,5.777701516454163e-7,100,beta = 0.5
219,0.5,100,model2,1.0467479662055855e-6,100,beta = 0.5
219,0.5,100,model3,9.74730343718965e-7,100,beta = 0.5
219,0.5,100,model4,5.134864127793006e-6,100,beta = 0.5
220,0.5,100,model1,2.1755393038478212e-5,100,beta = 0.5
220,0.5,100,model2,3.072510822799481e-7,100,beta = 0.5
220,0.5,100,model3,8.128700451252928e-10,100,beta = 0.5
220,0.5,100,model4,2.8116455617712452e-5,100,beta = 0.5
221,0.5,100,model1,0.0018749876512097682,100,beta = 0.5
221,0.5,100,model2,1.8777767928576647e-9,100,beta = 0.5
221,0.5,100,model3,7.448045912369435e-10,100,beta = 0.5
221,0.5,100,model4,2.8142211113526887e-5,100,beta = 0.5
222,0.5,100,model1,4.431082800471166e-7,100,beta = 0.5
222,0.5,100,model2,0.006140796657121513,100,beta = 0.5
222,0.5,100,model3,3.000718530352955e-8,100,beta = 0.5
222,0.5,100,model4,1.1344596840763944e-10,100,beta = 0.5
223,0.5,100,model1,3.0878996313597884e-9,100,beta = 0.5
223,0.5,100,model2,1.5029692463305527e-4,100,beta = 0.5
223,0.5,100,model3,2.364164651654222e-5,100,beta = 0.5
223,0.5,100,model4,1.5204046546231725e-6,100,beta = 0.5
224,0.5,100,model1,3.061592229497658e-7,100,beta = 0.5
224,0.5,100,model2,2.7677361661249135e-6,100,beta = 0.5
224,0.5,100,model3,4.3565000486916274e-5,100,beta = 0.5
224,0.5,100,model4,2.7803742283416386e-4,100,beta = 0.5
225,0.5,100,model1,3.0244019328967908e-9,100,beta = 0.5
225,0.5,100,model2,9.242169718347058e-9,100,beta = 0.5
225,0.5,100,model3,0.0012040168874362747,100,beta = 0.5
225,0.5,100,model4,1.4153687727201128e-8,100,beta = 0.5
226,0.5,100,model1,2.5898882095361085e-5,100,beta = 0.5
226,0.5,100,model2,5.399806954128872e-4,100,beta = 0.5
226,0.5,100,model3,8.51146120138983e-6,100,beta = 0.5
226,0.5,100,model4,2.8557028798952596e-4,100,beta = 0.5
227,0.5,100,model1,3.6705543070530956e-7,100,beta = 0.5
227,0.5,100,model2,1.1081380607671694e-6,100,beta = 0.5
227,0.5,100,model3,1.5511412544411307e-6,100,beta = 0.5
227,0.5,100,model4,1.554612654207174e-5,100,beta = 0.5
228,0.5,100,model1,0.00268610382791431,100,beta = 0.5
228,0.5,100,model2,1.9082525798061887e-8,100,beta = 0.5
228,0.5,100,model3,5.497281558323625e-7,100,beta = 0.5
228,0.5,100,model4,1.7862387738429042e-6,100,beta = 0.5
229,0.5,100,model1,6.533990698775723e-5,100,beta = 0.5
229,0.5,100,model2,7.162684805883291e-8,100,beta = 0.5
229,0.5,100,model3,6.846940495348747e-4,100,beta = 0.5
229,0.5,100,model4,4.489293245391645e-7,100,beta = 0.5
230,0.5,100,model1,1.44655173959705e-9,100,beta = 0.5
230,0.5,100,model2,4.921487444166059e-9,100,beta = 0.5
230,0.5,100,model3,1.2124950922075712e-5,100,beta = 0.5
230,0.5,100,model4,1.1147169472419151e-8,100,beta = 0.5
231,0.5,100,model1,2.7599728959132814e-6,100,beta = 0.5
231,0.5,100,model2,8.658284689605465e-6,100,beta = 0.5
231,0.5,100,model3,8.337806765903397e-5,100,beta = 0.5
231,0.5,100,model4,7.203309700519475e-6,100,beta = 0.5
232,0.5,100,model1,6.040567263870083e-6,100,beta = 0.5
232,0.5,100,model2,1.2097570678322525e-4,100,beta = 0.5
232,0.5,100,model3,3.98677517296754e-6,100,beta = 0.5
232,0.5,100,model4,1.1411940827605242e-4,100,beta = 0.5
233,0.5,100,model1,2.3976157312836137e-8,100,beta = 0.5
233,0.5,100,model2,6.625919625830773e-5,100,beta = 0.5
233,0.5,100,model3,3.534481107653997e-8,100,beta = 0.5
233,0.5,100,model4,2.480507864375358e-6,100,beta = 0.5
234,0.5,100,model1,2.783434087055726e-6,100,beta = 0.5
234,0.5,100,model2,4.922183605745035e-4,100,beta = 0.5
234,0.5,100,model3,0.001511254038952515,100,beta = 0.5
234,0.5,100,model4,5.0785119259664e-7,100,beta = 0.5
235,0.5,100,model1,3.0691298399706697e-10,100,beta = 0.5
235,0.5,100,model2,5.281781769704988e-7,100,beta = 0.5
235,0.5,100,model3,3.1122004255031695e-6,100,beta = 0.5
235,0.5,100,model4,3.65994366756877e-10,100,beta = 0.5
236,0.5,100,model1,4.603074074456448e-5,100,beta = 0.5
236,0.5,100,model2,1.6957952103160962e-4,100,beta = 0.5
236,0.5,100,model3,1.335080568072131e-5,100,beta = 0.5
236,0.5,100,model4,1.5835025195845433e-6,100,beta = 0.5
237,0.5,100,model1,3.3216463180941596e-4,100,beta = 0.5
237,0.5,100,model2,1.4409805041245294e-4,100,beta = 0.5
237,0.5,100,model3,2.469051182553046e-7,100,beta = 0.5
237,0.5,100,model4,3.7536640162176274e-5,100,beta = 0.5
238,0.5,100,model1,1.372339297828957e-5,100,beta = 0.5
238,0.5,100,model2,4.473713377263207e-5,100,beta = 0.5
238,0.5,100,model3,8.186482329458452e-6,100,beta = 0.5
238,0.5,100,model4,7.734646765453848e-5,100,beta = 0.5
239,0.5,100,model1,2.944162744209549e-6,100,beta = 0.5
239,0.5,100,model2,4.7093763589658664e-5,100,beta = 0.5
239,0.5,100,model3,9.355696180064996e-6,100,beta = 0.5
239,0.5,100,model4,3.266550204088586e-4,100,beta = 0.5
240,0.5,100,model1,1.4141544872608678e-9,100,beta = 0.5
240,0.5,100,model2,4.672353274378647e-6,100,beta = 0.5
240,0.5,100,model3,5.946492569764091e-7,100,beta = 0.5
240,0.5,100,model4,1.4035400597430694e-8,100,beta = 0.5
241,0.5,100,model1,8.056280051595071e-7,100,beta = 0.5
241,0.5,100,model2,1.1595900786942048e-5,100,beta = 0.5
241,0.5,100,model3,1.485160615598017e-5,100,beta = 0.5
241,0.5,100,model4,5.903317833108748e-10,100,beta = 0.5
242,0.5,100,model1,1.2571984866542586e-6,100,beta = 0.5
242,0.5,100,model2,3.821900093716416e-6,100,beta = 0.5
242,0.5,100,model3,3.996671832629788e-7,100,beta = 0.5
242,0.5,100,model4,1.1154661685127417e-5,100,beta = 0.5
243,0.5,100,model1,1.2473457111385326e-7,100,beta = 0.5
243,0.5,100,model2,0.0032611168829971603,100,beta = 0.5
243,0.5,100,model3,1.6574089845646066e-7,100,beta = 0.5
243,0.5,100,model4,7.200120936489353e-9,100,beta = 0.5
244,0.5,100,model1,2.4117385205855e-7,100,beta = 0.5
244,0.5,100,model2,3.995262130949811e-7,100,beta = 0.5
244,0.5,100,model3,1.213150543402166e-5,100,beta = 0.5
244,0.5,100,model4,3.662085759420657e-4,100,beta = 0.5
245,0.5,100,model1,8.340713493892602e-5,100,beta = 0.5
245,0.5,100,model2,6.208199613041816e-10,100,beta = 0.5
245,0.5,100,model3,7.013767527392936e-8,100,beta = 0.5
245,0.5,100,model4,3.3412724478189277e-9,100,beta = 0.5
246,0.5,100,model1,1.0680284092702321e-6,100,beta = 0.5
246,0.5,100,model2,0.018556044066502752,100,beta = 0.5
246,0.5,100,model3,7.123208971548539e-7,100,beta = 0.5
246,0.5,100,model4,5.9529043667023026e-5,100,beta = 0.5
247,0.5,100,model1,4.412886755007952e-7,100,beta = 0.5
247,0.5,100,model2,5.4037002020727e-9,100,beta = 0.5
247,0.5,100,model3,0.00568992949409083,100,beta = 0.5
247,0.5,100,model4,4.6301409921676765e-10,100,beta = 0.5
248,0.5,100,model1,9.8295127035718207e-08,100,beta = 0.5
248,0.5,100,model2,1.890126315889717e-9,100,beta = 0.5
248,0.5,100,model3,1.0554472275357009e-8,100,beta = 0.5
248,0.5,100,model4,7.545537693418546e-9,100,beta = 0.5
249,0.5,100,model1,3.866884254562732e-7,100,beta = 0.5
249,0.5,100,model2,1.4463152131797716e-6,100,beta = 0.5
249,0.5,100,model3,6.916515066078631e-6,100,beta = 0.5
249,0.5,100,model4,9.318661856245733e-7,100,beta = 0.5
250,0.5,100,model1,7.911228307352574e-5,100,beta = 0.5
250,0.5,100,model2,6.432444410970535e-5,100,beta = 0.5
250,0.5,100,model3,4.1887947026808824e-6,100,beta = 0.5
250,0.5,100,model4,1.562911090849807e-7,100,beta = 0.5
251,0.5,100,model1,2.1898133557867498e-7,100,beta = 0.5
251,0.5,100,model2,2.3951783330459602e-11,100,beta = 0.5
251,0.5,100,model3,0.0043739484469388495,100,beta = 0.5
251,0.5,100,model4,7.431813509891238e-11,100,beta = 0.5
252,0.5,100,model1,4.875033412269878e-6,100,beta = 0.5
252,0.5,100,model2,2.1679129556939833e-5,100,beta = 0.5
252,0.5,100,model3,9.617725449150923e-4,100,beta = 0.5
252,0.5,100,model4,9.180686700443382e-4,100,beta = 0.5
253,0.5,100,model1,1.0992014949718836e-6,100,beta = 0.5
253,0.5,100,model2,1.8645460034577297e-4,100,beta = 0.5
253,0.5,100,model3,1.9469508452125864e-5,100,beta = 0.5
253,0.5,100,model4,3.820440340070486e-5,100,beta = 0.5
254,0.5,100,model1,3.8504076564147184e-4,100,beta = 0.5
254,0.5,100,model2,3.9150118075645225e-5,100,beta = 0.5
254,0.5,100,model3,6.872241207334997e-7,100,beta = 0.5
254,0.5,100,model4,4.5896574841276256e-7,100,beta = 0.5
255,0.5,100,model1,2.8763122843875364e-7,100,beta = 0.5
255,0.5,100,model2,3.8864828846946615e-4,100,beta = 0.5
255,0.5,100,model3,1.9712535358994434e-7,100,beta = 0.5
255,0.5,100,model4,0.014587770186348825,100,beta = 0.5
256,0.5,100,model1,8.875307649193976e-6,100,beta = 0.5
256,0.5,100,model2,1.3785896408716354e-5,100,beta = 0.5
256,0.5,100,model3,4.836085190289457e-13,100,beta = 0.5
256,0.5,100,model4,2.3172282386269603e-9,100,beta = 0.5
257,0.5,100,model1,6.002070826447656e-4,100,beta = 0.5
257,0.5,100,model2,7.656504447301083e-5,100,beta = 0.5
257,0.5,100,model3,6.853015317321299e-6,100,beta = 0.5
257,0.5,100,model4,4.8034992175446434e-8,100,beta = 0.5
258,0.5,100,model1,2.67025874349481e-7,100,beta = 0.5
258,0.5,100,model2,6.33504085942332e-8,100,beta = 0.5
258,0.5,100,model3,1.0395802292443912e-6,100,beta = 0.5
258,0.5,100,model4,1.4106090382901666e-9,100,beta = 0.5
259,0.5,100,model1,3.352020221362168e-7,100,beta = 0.5
259,0.5,100,model2,0.0012033385163058344,100,beta = 0.5
259,0.5,100,model3,8.566350820883385e-6,100,beta = 0.5
259,0.5,100,model4,1.1756257797326472e-9,100,beta = 0.5
260,0.5,100,model1,8.841905682695731e-8,100,beta = 0.5
260,0.5,100,model2,8.63655747719686e-5,100,beta = 0.5
260,0.5,100,model3,1.5281420888831373e-6,100,beta = 0.5
260,0.5,100,model4,5.194609471969109e-7,100,beta = 0.5
261,0.5,100,model1,1.1059793104482949e-4,100,beta = 0.5
261,0.5,100,model2,2.531720684295551e-4,100,beta = 0.5
261,0.5,100,model3,2.345289229414639e-5,100,beta = 0.5
261,0.5,100,model4,9.978207288793359e-5,100,beta = 0.5
262,0.5,100,model1,3.5104297709082445e-5,100,beta = 0.5
262,0.5,100,model2,3.568700010451015e-4,100,beta = 0.5
262,0.5,100,model3,1.1764488305932908e-5,100,beta = 0.5
262,0.5,100,model4,3.316522840154892e-6,100,beta = 0.5
263,0.5,100,model1,3.320159532822863e-7,100,beta = 0.5
263,0.5,100,model2,2.0740618955768012e-5,100,beta = 0.5
263,0.5,100,model3,0.012846129002272529,100,beta = 0.5
263,0.5,100,model4,1.5172768821429648e-7,100,beta = 0.5
264,0.5,100,model1,4.890770700762832e-10,100,beta = 0.5
264,0.5,100,model2,6.314216249370957e-12,100,beta = 0.5
264,0.5,100,model3,6.135143909041039e-8,100,beta = 0.5
264,0.5,100,model4,7.070389846600348e-7,100,beta = 0.5
265,0.5,100,model1,1.3484114581008614e-7,100,beta = 0.5
265,0.5,100,model2,5.171646216108029e-10,100,beta = 0.5
265,0.5,100,model3,9.402287941777584e-5,100,beta = 0.5
265,0.5,100,model4,2.2066640942418142e-7,100,beta = 0.5
266,0.5,100,model1,3.216017680757698e-4,100,beta = 0.5
266,0.5,100,model2,4.570042295239431e-9,100,beta = 0.5
266,0.5,100,model3,2.080750265312658e-5,100,beta = 0.5
266,0.5,100,model4,6.682856409287375e-5,100,beta = 0.5
267,0.5,100,model1,1.0811817777682754e-7,100,beta = 0.5
267,0.5,100,model2,6.16425234009062e-6,100,beta = 0.5
267,0.5,100,model3,1.0323412471110593e-7,100,beta = 0.5
267,0.5,100,model4,3.6919875697212203e-6,100,beta = 0.5
268,0.5,100,model1,6.589752223870582e-7,100,beta = 0.5
268,0.5,100,model2,1.4388011202436687e-5,100,beta = 0.5
268,0.5,100,model3,1.1195717506657433e-4,100,beta = 0.5
268,0.5,100,model4,8.035907658171682e-7,100,beta = 0.5
269,0.5,100,model1,2.6497830707140146e-9,100,beta = 0.5
269,0.5,100,model2,1.2354804151046097e-4,100,beta = 0.5
269,0.5,100,model3,1.4663228400380476e-6,100,beta = 0.5
269,0.5,100,model4,1.997529185312244e-5,100,beta = 0.5
270,0.5,100,model1,0.003484565480576074,100,beta = 0.5
270,0.5,100,model2,2.507632352055917e-4,100,beta = 0.5
270,0.5,100,model3,7.925756600203463e-8,100,beta = 0.5
270,0.5,100,model4,4.838515393380719e-4,100,beta = 0.5
271,0.5,100,model1,2.4318031539729997e-7,100,beta = 0.5
271,0.5,100,model2,5.681111873553852e-6,100,beta = 0.5
271,0.5,100,model3,8.995502445806711e-8,100,beta = 0.5
271,0.5,100,model4,3.883725995458595e-8,100,beta = 0.5
272,0.5,100,model1,2.070199219160694e-8,100,beta = 0.5
272,0.5,100,model2,8.198303086772297e-8,100,beta = 0.5
272,0.5,100,model3,5.03731786716277e-10,100,beta = 0.5
272,0.5,100,model4,1.2087897736163823e-7,100,beta = 0.5
273,0.5,100,model1,2.595549615082093e-6,100,beta = 0.5
273,0.5,100,model2,4.614540650600288e-8,100,beta = 0.5
273,0.5,100,model3,9.378333625294021e-6,100,beta = 0.5
273,0.5,100,model4,1.1081866340999972e-7,100,beta = 0.5
274,0.5,100,model1,5.998250214868547e-10,100,beta = 0.5
274,0.5,100,model2,2.2375933052143543e-8,100,beta = 0.5
274,0.5,100,model3,2.8238950563398474e-5,100,beta = 0.5
274,0.5,100,model4,1.82261462166805e-8,100,beta = 0.5
275,0.5,100,model1,7.36108883814387e-7,100,beta = 0.5
275,0.5,100,model2,3.9646072276319934e-4,100,beta = 0.5
275,0.5,100,model3,1.805504889672386e-7,100,beta = 0.5
275,0.5,100,model4,6.636688652388258e-10,100,beta = 0.5
276,0.5,100,model1,2.994000305777846e-6,100,beta = 0.5
276,0.5,100,model2,4.3690737787564176e-8,100,beta = 0.5
276,0.5,100,model3,5.3875993102597726e-8,100,beta = 0.5
276,0.5,100,model4,1.976976083668812e-7,100,beta = 0.5
277,0.5,100,model1,2.348530889470358e-8,100,beta = 0.5
277,0.5,100,model2,8.87577582674437e-6,100,beta = 0.5
277,0.5,100,model3,3.415803431950943e-5,100,beta = 0.5
277,0.5,100,model4,3.8561690001936647e-10,100,beta = 0.5
278,0.5,100,model1,6.407944479617558e-8,100,beta = 0.5
278,0.5,100,model2,1.5127061693647294e-10,100,beta = 0.5
278,0.5,100,model3,2.2447986558764943e-5,100,beta = 0.5
278,0.5,100,model4,9.99462609638013e-6,100,beta = 0.5
279,0.5,100,model1,1.6738181938961524e-7,100,beta = 0.5
279,0.5,100,model2,1.0679538896643268e-4,100,beta = 0.5
279,0.5,100,model3,2.764205187177044e-7,100,beta = 0.5
279,0.5,100,model4,2.6125934039230377e-4,100,beta = 0.5
280,0.5,100,model1,3.570250453536546e-6,100,beta = 0.5
280,0.5,100,model2,0.0015999947078182313,100,beta = 0.5
280,0.5,100,model3,3.366198606748977e-4,100,beta = 0.5
280,0.5,100,model4,0.0034156218540611796,100,beta = 0.5
281,0.5,100,model1,0.009705999357061857,100,beta = 0.5
281,0.5,100,model2,4.514151280174907e-6,100,beta = 0.5
281,0.5,100,model3,1.1583255784655568e-4,100,beta = 0.5
281,0.5,100,model4,3.72439244052693e-6,100,beta = 0.5
282,0.5,100,model1,1.1536572240445923e-8,100,beta = 0.5
282,0.5,100,model2,3.4283269307800063e-6,100,beta = 0.5
282,0.5,100,model3,2.0214440166042863e-4,100,beta = 0.5
282,0.5,100,model4,1.3602595174820646e-8,100,beta = 0.5
283,0.5,100,model1,2.6218922972398244e-8,100,beta = 0.5
283,0.5,100,model2,0.0011367037515920895,100,beta = 0.5
283,0.5,100,model3,2.350133453952225e-5,100,beta = 0.5
283,0.5,100,model4,3.757759795050396e-5,100,beta = 0.5
284,0.5,100,model1,3.851432075802412e-6,100,beta = 0.5
284,0.5,100,model2,2.126455418098042e-8,100,beta = 0.5
284,0.5,100,model3,1.2402084515224421e-8,100,beta = 0.5
284,0.5,100,model4,6.226056536599182e-8,100,beta = 0.5
285,0.5,100,model1,5.3980955147006e-9,100,beta = 0.5
285,0.5,100,model2,1.0881073259306445e-7,100,beta = 0.5
285,0.5,100,model3,1.5321528054286304e-7,100,beta = 0.5
285,0.5,100,model4,8.772005263257345e-11,100,beta = 0.5
