sim,true_beta,n,model,p,n_f,true_beta_f
286,0.5,100,model1,3.052392185649122e-7,100,beta = 0.5
286,0.5,100,model2,1.0511619590653824e-5,100,beta = 0.5
286,0.5,100,model3,1.4101841911499734e-4,100,beta = 0.5
286,0.5,100,model4,1.180788799538966e-5,100,beta = 0.5
287,0.5,100,model1,2.2718993589823898e-10,100,beta = 0.5
287,0.5,100,model2,6.745517712731897e-7,100,beta = 0.5
287,0.5,100,model3,2.7496145640808752e-5,100,beta = 0.5
287,0.5,100,model4,1.0106287058529177e-9,100,beta = 0.5
288,0.5,100,model1,1.1204625746720564e-8,100,beta = 0.5
288,0.5,100,model2,1.6278096923383116e-5,100,beta = 0.5
288,0.5,100,model3,4.172446665549208e-6,100,beta = 0.5
288,0.5,100,model4,1.0214027249933143e-6,100,beta = 0.5
289,0.5,100,model1,2.4860760560158316e-5,100,beta = 0.5
289,0.5,100,model2,9.077328882349921e-8,100,beta = 0.5
289,0.5,100,model3,2.4498267697853723e-4,100,beta = 0.5
289,0.5,100,model4,3.5789933852727886e-6,100,beta = 0.5
290,0.5,100,model1,8.22140893472149e-6,100,beta = 0.5
290,0.5,100,model2,4.3200195358898295e-5,100,beta = 0.5
290,0.5,100,model3,8.674531803369801e-7,100,beta = 0.5
290,0.5,100,model4,1.033894562549089e-5,100,beta = 0.5
291,0.5,100,model1,3.0488189511457857e-5,100,beta = 0.5
291,0.5,100,model2,3.2382571707776493e-5,100,beta = 0.5
291,0.5,100,model3,6.27803992033241e-9,100,beta = 0.5
291,0.5,100,model4,1.6761839091633125e-6,100,beta = 0.5
292,0.5,100,model1,7.858527808683684e-5,100,beta = 0.5
292,0.5,100,model2,7.004718139246292e-10,100,beta = 0.5
292,0.5,100,model3,1.8019135478208976e-4,100,beta = 0.5
292,0.5,100,model4,2.7241291068926336e-8,100,beta = 0.5
293,0.5,100,model1,1.442373650707034e-10,100,beta = 0.5
293,0.5,100,model2,1.353608239609823e-6,100,beta = 0.5
293,0.5,100,model3,3.1960430599561293e-4,100,beta = 0.5
293,0.5,100,model4,3.023522825731279e-6,100,beta = 0.5
294,0.5,100,model1,1.440864109407835e-7,100,beta = 0.5
294,0.5,100,model2,2.1114948586135716e-4,100,beta = 0.5
294,0.5,100,model3,5.2615180859440735e-9,100,beta = 0.5
294,0.5,100,model4,5.130720870377854e-7,100,beta = 0.5
295,0.5,100,model1,0.003355757084683107,100,beta = 0.5
295,0.5,100,model2,7.334403978318819e-10,100,beta = 0.5
295,0.5,100,model3,5.700277421592484e-6,100,beta = 0.5
295,0.5,100,model4,2.0480443887170453e-5,100,beta = 0.5
296,0.5,100,model1,5.612259841993284e-9,100,beta = 0.5
296,0.5,100,model2,2.219191494018817e-9,100,beta = 0.5
296,0.5,100,model3,1.6060477860315098e-11,100,beta = 0.5
296,0.5,100,model4,1.2014356569197962e-8,100,beta = 0.5
297,0.5,100,model1,3.10014078854865e-7,100,beta = 0.5
297,0.5,100,model2,3.41804604551132e-5,100,beta = 0.5
297,0.5,100,model3,3.9156407531121643e-7,100,beta = 0.5
297,0.5,100,model4,9.32724099716825e-6,100,beta = 0.5
298,0.5,100,model1,0.03852144585148635,100,beta = 0.5
298,0.5,100,model2,1.3669031785927085e-4,100,beta = 0.5
298,0.5,100,model3,0.004331953209433876,100,beta = 0.5
298,0.5,100,model4,1.523457377283072e-4,100,beta = 0.5
299,0.5,100,model1,7.597022093394611e-7,100,beta = 0.5
299,0.5,100,model2,1.5652710579437928e-7,100,beta = 0.5
299,0.5,100,model3,3.97747870515044e-4,100,beta = 0.5
299,0.5,100,model4,1.933083848907621e-5,100,beta = 0.5
300,0.5,100,model1,1.3186241148239572e-8,100,beta = 0.5
300,0.5,100,model2,5.68697753525751e-4,100,beta = 0.5
300,0.5,100,model3,4.1517043584708003e-7,100,beta = 0.5
300,0.5,100,model4,4.219096208816636e-8,100,beta = 0.5
301,0.5,100,model1,9.284277867093312e-9,100,beta = 0.5
301,0.5,100,model2,1.207364040396076e-7,100,beta = 0.5
301,0.5,100,model3,9.563186596893245e-4,100,beta = 0.5
301,0.5,100,model4,2.315683449290251e-4,100,beta = 0.5
302,0.5,100,model1,2.101844940615587e-5,100,beta = 0.5
302,0.5,100,model2,0.015103002310037637,100,beta = 0.5
302,0.5,100,model3,9.074960855620626e-8,100,beta = 0.5
302,0.5,100,model4,1.661848179393143e-5,100,beta = 0.5
303,0.5,100,model1,5.219677824092531e-7,100,beta = 0.5
303,0.5,100,model2,2.0636668065852556e-4,100,beta = 0.5
303,0.5,100,model3,9.021329826782914e-8,100,beta = 0.5
303,0.5,100,model4,6.112646020643879e-4,100,beta = 0.5
304,0.5,100,model1,7.06858154243209e-10,100,beta = 0.5
304,0.5,100,model2,1.2060769872118818e-8,100,beta = 0.5
304,0.5,100,model3,5.90948045540884e-7,100,beta = 0.5
304,0.5,100,model4,1.2047257810514843e-5,100,beta = 0.5
305,0.5,100,model1,2.0804089598973306e-6,100,beta = 0.5
305,0.5,100,model2,4.989458407526947e-7,100,beta = 0.5
305,0.5,100,model3,0.001378454418972563,100,beta = 0.5
305,0.5,100,model4,0.0010751077666210371,100,beta = 0.5
306,0.5,100,model1,1.151604936274484e-12,100,beta = 0.5
306,0.5,100,model2,1.4585098392832622e-5,100,beta = 0.5
306,0.5,100,model3,9.031472026220137e-5,100,beta = 0.5
306,0.5,100,model4,3.976418072175784e-6,100,beta = 0.5
307,0.5,100,model1,1.370177598330945e-6,100,beta = 0.5
307,0.5,100,model2,6.429627016961625e-4,100,beta = 0.5
307,0.5,100,model3,1.6888378717998774e-7,100,beta = 0.5
307,0.5,100,model4,3.328409168770705e-4,100,beta = 0.5
308,0.5,100,model1,2.8439059251776226e-6,100,beta = 0.5
308,0.5,100,model2,3.724580002213868e-6,100,beta = 0.5
308,0.5,100,model3,2.8805007965055376e-8,100,beta = 0.5
308,0.5,100,model4,1.3694357784583028e-6,100,beta = 0.5
309,0.5,100,model1,6.68526757191347e-9,100,beta = 0.5
309,0.5,100,model2,2.207617769731077e-5,100,beta = 0.5
309,0.5,100,model3,3.3611239912680315e-6,100,beta = 0.5
309,0.5,100,model4,3.719596488307189e-4,100,beta = 0.5
310,0.5,100,model1,4.1401666507344233e-7,100,beta = 0.5
310,0.5,100,model2,1.6516717105409632e-6,100,beta = 0.5
310,0.5,100,model3,6.235292953416986e-7,100,beta = 0.5
310,0.5,100,model4,5.368591510600674e-13,100,beta = 0.5
311,0.5,100,model1,9.599600730196931e-5,100,beta = 0.5
311,0.5,100,model2,6.256898865470053e-5,100,beta = 0.5
311,0.5,100,model3,0.005157133600832687,100,beta = 0.5
311,0.5,100,model4,0.027764345310631287,100,beta = 0.5
312,0.5,100,model1,8.824158861606226e-6,100,beta = 0.5
312,0.5,100,model2,1.4682185088605425e-10,100,beta = 0.5
312,0.5,100,model3,2.4040758554354394e-5,100,beta = 0.5
312,0.5,100,model4,0.038517432131047934,100,beta = 0.5
313,0.5,100,model1,2.2364555998243162e-4,100,beta = 0.5
313,0.5,100,model2,1.059020035500167e-4,100,beta = 0.5
313,0.5,100,model3,1.674135448999086e-10,100,beta = 0.5
313,0.5,100,model4,2.2286467580959943e-5,100,beta = 0.5
314,0.5,100,model1,1.2315722472400931e-7,100,beta = 0.5
314,0.5,100,model2,8.269512451973791e-6,100,beta = 0.5
314,0.5,100,model3,1.718296760672665e-6,100,beta = 0.5
314,0.5,100,model4,3.0320766332521126e-6,100,beta = 0.5
315,0.5,100,model1,1.934750743752917e-4,100,beta = 0.5
315,0.5,100,model2,2.428418748037492e-6,100,beta = 0.5
315,0.5,100,model3,1.3798612835256112e-7,100,beta = 0.5
315,0.5,100,model4,8.991593520786253e-8,100,beta = 0.5
316,0.5,100,model1,1.6537378911414406e-6,100,beta = 0.5
316,0.5,100,model2,1.3019933816382035e-8,100,beta = 0.5
316,0.5,100,model3,0.002998038629090439,100,beta = 0.5
316,0.5,100,model4,3.0158080288728746e-8,100,beta = 0.5
317,0.5,100,model1,3.272696223095093e-10,100,beta = 0.5
317,0.5,100,model2,2.451650266869782e-9,100,beta = 0.5
317,0.5,100,model3,1.7404176371665266e-9,100,beta = 0.5
317,0.5,100,model4,3.379943468952968e-9,100,beta = 0.5
318,0.5,100,model1,1.1816252822698653e-8,100,beta = 0.5
318,0.5,100,model2,3.976328310762147e-8,100,beta = 0.5
318,0.5,100,model3,1.3938104432489792e-6,100,beta = 0.5
318,0.5,100,model4,1.5227850084284156e-4,100,beta = 0.5
319,0.5,100,model1,3.999014902161908e-9,100,beta = 0.5
319,0.5,100,model2,1.5094103466022573e-6,100,beta = 0.5
319,0.5,100,model3,4.2572758713158956e-7,100,beta = 0.5
319,0.5,100,model4,0.0011954235886631915,100,beta = 0.5
320,0.5,100,model1,5.610526152770784e-7,100,beta = 0.5
320,0.5,100,model2,8.779753229271704e-8,100,beta = 0.5
320,0.5,100,model3,3.0596988450309567e-4,100,beta = 0.5
320,0.5,100,model4,4.52680663590171e-5,100,beta = 0.5
321,0.5,100,model1,4.98516277664908e-6,100,beta = 0.5
321,0.5,100,model2,4.0640370160552016e-4,100,beta = 0.5
321,0.5,100,model3,3.5636050656618334e-5,100,beta = 0.5
321,0.5,100,model4,0.014726349868285157,100,beta = 0.5
322,0.5,100,model1,0.0018746323808161965,100,beta = 0.5
322,0.5,100,model2,1.5810985179841735e-10,100,beta = 0.5
322,0.5,100,model3,1.336883672091592e-5,100,beta = 0.5
322,0.5,100,model4,0.002096753199717697,100,beta = 0.5
323,0.5,100,model1,6.60182450145364e-7,100,beta = 0.5
323,0.5,100,model2,1.3084189460322119e-9,100,beta = 0.5
323,0.5,100,model3,1.1425757115061974e-6,100,beta = 0.5
323,0.5,100,model4,1.9242118138301155e-4,100,beta = 0.5
324,0.5,100,model1,1.5692644677149062e-10,100,beta = 0.5
324,0.5,100,model2,2.134910159730092e-8,100,beta = 0.5
324,0.5,100,model3,2.4329887227305503e-5,100,beta = 0.5
324,0.5,100,model4,8.687902326235666e-8,100,beta = 0.5
325,0.5,100,model1,3.9264025804470664e-5,100,beta = 0.5
325,0.5,100,model2,2.46576068256429e-4,100,beta = 0.5
325,0.5,100,model3,3.390382808729417e-7,100,beta = 0.5
325,0.5,100,model4,5.334884699712222e-12,100,beta = 0.5
326,0.5,100,model1,8.255054590827423e-9,100,beta = 0.5
326,0.5,100,model2,2.0480804673444617e-7,100,beta = 0.5
326,0.5,100,model3,2.057978320775986e-13,100,beta = 0.5
326,0.5,100,model4,9.059241121595542e-4,100,beta = 0.5
327,0.5,100,model1,1.1419144497196544e-8,100,beta = 0.5
327,0.5,100,model2,6.609502969670792e-6,100,beta = 0.5
327,0.5,100,model3,5.908351603637925e-5,100,beta = 0.5
327,0.5,100,model4,2.4324814651121378e-4,100,beta = 0.5
328,0.5,100,model1,1.6379526134164282e-5,100,beta = 0.5
328,0.5,100,model2,3.568146824709341e-6,100,beta = 0.5
328,0.5,100,model3,3.427828633227088e-7,100,beta = 0.5
328,0.5,100,model4,8.084561303816616e-8,100,beta = 0.5
329,0.5,100,model1,4.885070281557502e-12,100,beta = 0.5
329,0.5,100,model2,9.3565604670511e-11,100,beta = 0.5
329,0.5,100,model3,5.250167385146076e-6,100,beta = 0.5
329,0.5,100,model4,2.6455022949043076e-7,100,beta = 0.5
330,0.5,100,model1,3.481333475746604e-5,100,beta = 0.5
330,0.5,100,model2,1.1824979036863522e-4,100,beta = 0.5
330,0.5,100,model3,1.1502645628576838e-5,100,beta = 0.5
330,0.5,100,model4,1.1031312866061021e-8,100,beta = 0.5
331,0.5,100,model1,2.373460968111697e-6,100,beta = 0.5
331,0.5,100,model2,5.480966695410474e-6,100,beta = 0.5
331,0.5,100,model3,6.096765528458314e-4,100,beta = 0.5
331,0.5,100,model4,8.79359486441157e-5,100,beta = 0.5
332,0.5,100,model1,1.2015323292052645e-7,100,beta = 0.5
332,0.5,100,model2,6.573928229702557e-7,100,beta = 0.5
332,0.5,100,model3,1.6762032295752792e-10,100,beta = 0.5
332,0.5,100,model4,1.2872709003768564e-4,100,beta = 0.5
333,0.5,100,model1,9.324256058066679e-7,100,beta = 0.5
333,0.5,100,model2,9.148486323843396e-8,100,beta = 0.5
333,0.5,100,model3,1.2685257518954988e-4,100,beta = 0.5
333,0.5,100,model4,7.559389355888709e-5,100,beta = 0.5
334,0.5,100,model1,5.379144956066914e-5,100,beta = 0.5
334,0.5,100,model2,7.618662610350351e-4,100,beta = 0.5
334,0.5,100,model3,0.00812161125534743,100,beta = 0.5
334,0.5,100,model4,1.102755787803756e-5,100,beta = 0.5
335,0.5,100,model1,3.2735667236734407e-6,100,beta = 0.5
335,0.5,100,model2,1.4510347177052572e-7,100,beta = 0.5
335,0.5,100,model3,9.449680520800354e-9,100,beta = 0.5
335,0.5,100,model4,4.805541418227767e-6,100,beta = 0.5
336,0.5,100,model1,2.4342520021477267e-5,100,beta = 0.5
336,0.5,100,model2,2.234383874645943e-8,100,beta = 0.5
336,0.5,100,model3,2.1415067812689902e-6,100,beta = 0.5
336,0.5,100,model4,9.743614074121971e-9,100,beta = 0.5
337,0.5,100,model1,1.0572366782912668e-5,100,beta = 0.5
337,0.5,100,model2,4.56001211366857e-6,100,beta = 0.5
337,0.5,100,model3,9.651003163995171e-8,100,beta = 0.5
337,0.5,100,model4,2.2635389122169053e-5,100,beta = 0.5
338,0.5,100,model1,8.173330381188975e-14,100,beta = 0.5
338,0.5,100,model2,1.3719013651694841e-4,100,beta = 0.5
338,0.5,100,model3,0.0021495391742853433,100,beta = 0.5
338,0.5,100,model4,1.920078893183917e-5,100,beta = 0.5
339,0.5,100,model1,4.972657605919754e-7,100,beta = 0.5
339,0.5,100,model2,2.66978502551598e-5,100,beta = 0.5
339,0.5,100,model3,1.7914836215687725e-4,100,beta = 0.5
339,0.5,100,model4,1.1009227565078982e-6,100,beta = 0.5
340,0.5,100,model1,9.424455610429155e-5,100,beta = 0.5
340,0.5,100,model2,3.663422448942229e-6,100,beta = 0.5
340,0.5,100,model3,0.010386393553972655,100,beta = 0.5
340,0.5,100,model4,1.5071585949744475e-6,100,beta = 0.5
341,0.5,100,model1,3.9801289878249774e-8,100,beta = 0.5
341,0.5,100,model2,3.0265616412585663e-9,100,beta = 0.5
341,0.5,100,model3,1.3857652891156745e-8,100,beta = 0.5
341,0.5,100,model4,3.0769363992985005e-4,100,beta = 0.5
342,0.5,100,model1,1.761746866853588e-8,100,beta = 0.5
342,0.5,100,model2,4.983285952323726e-10,100,beta = 0.5
342,0.5,100,model3,1.9152245002261102e-8,100,beta = 0.5
342,0.5,100,model4,3.4767465337836414e-5,100,beta = 0.5
343,0.5,100,model1,1.4399690094438127e-4,100,beta = 0.5
343,0.5,100,model2,1.4416267635965592e-5,100,beta = 0.5
343,0.5,100,model3,4.931823970533103e-7,100,beta = 0.5
343,0.5,100,model4,7.340107228814168e-9,100,beta = 0.5
344,0.5,100,model1,2.5985419248622103e-6,100,beta = 0.5
344,0.5,100,model2,0.20581090029228927,100,beta = 0.5
344,0.5,100,model3,1.7443667529146554e-5,100,beta = 0.5
344,0.5,100,model4,5.104065965002979e-5,100,beta = 0.5
345,0.5,100,model1,2.2104021192457552e-5,100,beta = 0.5
345,0.5,100,model2,3.0132532690744737e-4,100,beta = 0.5
345,0.5,100,model3,2.6104114722912096e-6,100,beta = 0.5
345,0.5,100,model4,3.155047378482336e-5,100,beta = 0.5
346,0.5,100,model1,7.451109649997872e-11,100,beta = 0.5
346,0.5,100,model2,2.3185622477248552e-4,100,beta = 0.5
346,0.5,100,model3,2.2739453384633315e-8,100,beta = 0.5
346,0.5,100,model4,1.320129414596761e-4,100,beta = 0.5
347,0.5,100,model1,4.300765439637182e-9,100,beta = 0.5
347,0.5,100,model2,2.404276278804772e-5,100,beta = 0.5
347,0.5,100,model3,3.1450562451433686e-5,100,beta = 0.5
347,0.5,100,model4,8.44685899958033e-9,100,beta = 0.5
348,0.5,100,model1,1.7473605185660273e-5,100,beta = 0.5
348,0.5,100,model2,3.4877080280618425e-4,100,beta = 0.5
348,0.5,100,model3,3.126120626740422e-6,100,beta = 0.5
348,0.5,100,model4,2.726445869075841e-7,100,beta = 0.5
349,0.5,100,model1,1.1935451827585158e-7,100,beta = 0.5
349,0.5,100,model2,6.977865725448901e-6,100,beta = 0.5
349,0.5,100,model3,5.428397635780412e-7,100,beta = 0.5
349,0.5,100,model4,9.363620144868552e-6,100,beta = 0.5
350,0.5,100,model1,9.528707566356891e-7,100,beta = 0.5
350,0.5,100,model2,1.6664580205733225e-5,100,beta = 0.5
350,0.5,100,model3,4.253101619946678e-6,100,beta = 0.5
350,0.5,100,model4,6.292321359924843e-8,100,beta = 0.5
351,0.5,100,model1,2.298756201280759e-6,100,beta = 0.5
351,0.5,100,model2,2.3445338728744517e-7,100,beta = 0.5
351,0.5,100,model3,4.488792425925959e-6,100,beta = 0.5
351,0.5,100,model4,4.018499661039666e-6,100,beta = 0.5
352,0.5,100,model1,8.032982672867703e-6,100,beta = 0.5
352,0.5,100,model2,7.904416922664092e-5,100,beta = 0.5
352,0.5,100,model3,1.321019496147171e-6,100,beta = 0.5
352,0.5,100,model4,7.862740025946362e-9,100,beta = 0.5
353,0.5,100,model1,2.2466455220601664e-6,100,beta = 0.5
353,0.5,100,model2,2.1009540504804827e-9,100,beta = 0.5
353,0.5,100,model3,1.3046156461301235e-8,100,beta = 0.5
353,0.5,100,model4,1.3161238809270406e-7,100,beta = 0.5
354,0.5,100,model1,0.005926649910820936,100,beta = 0.5
354,0.5,100,model2,2.647021252324054e-6,100,beta = 0.5
354,0.5,100,model3,1.0144358294351922e-5,100,beta = 0.5
354,0.5,100,model4,1.3221938806162886e-5,100,beta = 0.5
355,0.5,100,model1,2.8037676817985472e-5,100,beta = 0.5
355,0.5,100,model2,9.655146598704468e-9,100,beta = 0.5
355,0.5,100,model3,1.3851152475346736e-11,100,beta = 0.5
355,0.5,100,model4,4.130466545458906e-9,100,beta = 0.5
356,0.5,100,model1,0.0018741800293831509,100,beta = 0.5
356,0.5,100,model2,2.760589728874102e-6,100,beta = 0.5
356,0.5,100,model3,3.690809007509633e-9,100,beta = 0.5
356,0.5,100,model4,2.581456714032156e-5,100,beta = 0.5
357,0.5,100,model1,1.6785690427729485e-6,100,beta = 0.5
357,0.5,100,model2,4.359292945104204e-8,100,beta = 0.5
357,0.5,100,model3,7.359457076941113e-8,100,beta = 0.5
357,0.5,100,model4,2.7670017528921924e-6,100,beta = 0.5
358,0.5,100,model1,4.657082860292696e-9,100,beta = 0.5
358,0.5,100,model2,0.003208966445702006,100,beta = 0.5
358,0.5,100,model3,2.877806727715059e-7,100,beta = 0.5
358,0.5,100,model4,1.5695652563688143e-10,100,beta = 0.5
359,0.5,100,model1,3.485732661106903e-7,100,beta = 0.5
359,0.5,100,model2,2.4087279848590097e-5,100,beta = 0.5
359,0.5,100,model3,6.647905524194581e-9,100,beta = 0.5
359,0.5,100,model4,4.833830292960407e-8,100,beta = 0.5
360,0.5,100,model1,3.0121832545336967e-8,100,beta = 0.5
360,0.5,100,model2,1.5290986340376998e-6,100,beta = 0.5
360,0.5,100,model3,3.2441861070375063e-4,100,beta = 0.5
360,0.5,100,model4,1.9492631106101093e-4,100,beta = 0.5
361,0.5,100,model1,1.2142521563161797e-4,100,beta = 0.5
361,0.5,100,model2,0.0036482563174431723,100,beta = 0.5
361,0.5,100,model3,1.9163975559741256e-8,100,beta = 0.5
361,0.5,100,model4,5.214541078748956e-7,100,beta = 0.5
362,0.5,100,model1,1.6503025582820244e-4,100,beta = 0.5
362,0.5,100,model2,3.730708822780975e-9,100,beta = 0.5
362,0.5,100,model3,1.5488564176987197e-10,100,beta = 0.5
362,0.5,100,model4,1.4069453742526507e-10,100,beta = 0.5
363,0.5,100,model1,1.1276309087238602e-5,100,beta = 0.5
363,0.5,100,model2,4.0191693136760534e-7,100,beta = 0.5
363,0.5,100,model3,5.087254197393203e-4,100,beta = 0.5
363,0.5,100,model4,1.0186288102931562e-9,100,beta = 0.5
364,0.5,100,model1,5.5768805348383126e-6,100,beta = 0.5
364,0.5,100,model2,1.03295375842327e-7,100,beta = 0.5
364,0.5,100,model3,4.197373890094308e-5,100,beta = 0.5
364,0.5,100,model4,6.349615090995849e-7,100,beta = 0.5
365,0.5,100,model1,9.18395922687866e-5,100,beta = 0.5
365,0.5,100,model2,5.495006195551593e-7,100,beta = 0.5
365,0.5,100,model3,6.564597746750433e-7,100,beta = 0.5
365,0.5,100,model4,2.1774246242579224e-7,100,beta = 0.5
366,0.5,100,model1,6.024125745359466e-4,100,beta = 0.5
366,0.5,100,model2,3.310546489748906e-8,100,beta = 0.5
366,0.5,100,model3,4.817275913068168e-7,100,beta = 0.5
366,0.5,100,model4,9.165332380306185e-6,100,beta = 0.5
367,0.5,100,model1,5.200635736846891e-7,100,beta = 0.5
367,0.5,100,model2,2.8520601510293385e-5,100,beta = 0.5
367,0.5,100,model3,1.7970436477039711e-6,100,beta = 0.5
367,0.5,100,model4,1.1500514572063289e-8,100,beta = 0.5
368,0.5,100,model1,2.062116011458331e-5,100,beta = 0.5
368,0.5,100,model2,5.77009964351956e-6,100,beta = 0.5
368,0.5,100,model3,6.0217186326245465e-5,100,beta = 0.5
368,0.5,100,model4,4.513861882767194e-5,100,beta = 0.5
369,0.5,100,model1,3.64692508322572e-4,100,beta = 0.5
369,0.5,100,model2,1.0734580485312388e-6,100,beta = 0.5
369,0.5,100,model3,1.4834340553606114e-7,100,beta = 0.5
369,0.5,100,model4,4.750066184654727e-4,100,beta = 0.5
370,0.5,100,model1,3.280481763462432e-5,100,beta = 0.5
370,0.5,100,model2,1.5019503004164096e-4,100,beta = 0.5
370,0.5,100,model3,4.5604523677316374e-5,100,beta = 0.5
370,0.5,100,model4,7.317959503697768e-5,100,beta = 0.5
371,0.5,100,model1,7.352683790510995e-5,100,beta = 0.5
371,0.5,100,model2,5.270049628664085e-6,100,beta = 0.5
371,0.5,100,model3,1.790225543898343e-4,100,beta = 0.5
371,0.5,100,model4,8.485507743133065e-8,100,beta = 0.5
372,0.5,100,model1,3.5775750614844905e-4,100,beta = 0.5
372,0.5,100,model2,4.437393532985873e-5,100,beta = 0.5
372,0.5,100,model3,6.6182135526277e-5,100,beta = 0.5
372,0.5,100,model4,1.0121860895579517e-5,100,beta = 0.5
373,0.5,100,model1,3.080490920357142e-6,100,beta = 0.5
373,0.5,100,model2,2.479986840257536e-9,100,beta = 0.5
373,0.5,100,model3,1.6570939840316234e-8,100,beta = 0.5
373,0.5,100,model4,5.451792707364782e-9,100,beta = 0.5
374,0.5,100,model1,1.1850700524253177e-9,100,beta = 0.5
374,0.5,100,model2,2.119031833540971e-7,100,beta = 0.5
374,0.5,100,model3,3.4008828073094907e-7,100,beta = 0.5
374,0.5,100,model4,6.493240968455856e-7,100,beta = 0.5
375,0.5,100,model1,2.1434096436799556e-7,100,beta = 0.5
375,0.5,100,model2,3.643845356482552e-8,100,beta = 0.5
375,0.5,100,model3,9.615177525010834e-6,100,beta = 0.5
375,0.5,100,model4,7.687855770427997e-4,100,beta = 0.5
376,0.5,100,model1,3.5521631507542167e-9,100,beta = 0.5
376,0.5,100,model2,7.120007252421665e-5,100,beta = 0.5
376,0.5,100,model3,1.4139810480217756e-7,100,beta = 0.5
376,0.5,100,model4,1.5744402377844854e-6,100,beta = 0.5
377,0.5,100,model1,1.046452786289801e-7,100,beta = 0.5
377,0.5,100,model2,0.0022346486798821385,100,beta = 0.5
377,0.5,100,model3,1.692656565242727e-10,100,beta = 0.5
377,0.5,100,model4,0.0012488017695427914,100,beta = 0.5
378,0.5,100,model1,2.8909132370906757e-7,100,beta = 0.5
378,0.5,100,model2,0.004605773272403992,100,beta = 0.5
378,0.5,100,model3,1.3746771467092327e-4,100,beta = 0.5
378,0.5,100,model4,0.01725365137331302,100,beta = 0.5
379,0.5,100,model1,5.990377503742714e-8,100,beta = 0.5
379,0.5,100,model2,2.617977228901905e-8,100,beta = 0.5
379,0.5,100,model3,2.269384481791689e-12,100,beta = 0.5
379,0.5,100,model4,1.1870828532235671e-6,100,beta = 0.5
380,0.5,100,model1,1.170237977694029e-9,100,beta = 0.5
380,0.5,100,model2,1.6992961510242566e-6,100,beta = 0.5
380,0.5,100,model3,2.5948876466794897e-8,100,beta = 0.5
380,0.5,100,model4,1.923774539319082e-4,100,beta = 0.5
